id,tyc,gaia,hyg,hip,hd,hr,gl,bayer,flam,con,proper,ra,dec,pos_src,dist,x0,y0,z0,dist_src,mag,absmag,ci,mag_src,rv,rv_src,pm_ra,pm_dec,pm_src,vx,vy,vz,spect,spect_src
16738,601-221-1,2.76840466909669E+018,997,999,NULL,NULL,NULL,NULL,NULL,Peg,NULL,0.20842033,14.5635227,T,44.1184,42.637,2.3287,11.0938,G_R3,8.44,5.217,0.739,HIP,NULL,N,332.207,-82.864,G_R3,0.562,69.613,-16.774,K0,HYG
16782,6990-914-1,2.31981636318976E+018,1001,1003,823,NULL,NULL,NULL,NULL,Scl,NULL,0.20911427,-30.85983414,T,47.8251,40.993,2.246,-24.531,G_R3,8.66,5.262,0.743,HIP,16.322,G_R3,-15.599,-225.883,G_R3,-12.045,-4.202,-52.333,G8/K0 V,T
16798,1185-45-1,2.79896377372535E+018,1004,1006,NULL,NULL,NULL,NULL,NULL,Peg,NULL,0.20930187,21.71342719,T,31.3074,29.042,1.593,11.583,G_R3,11.67,9.192,1.48,HIP,-5.016,G_R3,190.416,-287.327,G_R3,9.552,28.826,-41.473,NULL,N
17163,8470-156-1,4.91847656746905E+018,1029,1031,870,NULL,NULL,NULL,NULL,Tuc,NULL,0.21395826,-57.91260776,T,20.6488,10.952,0.614,-17.494,G_R3,7.22,5.646,0.775,HIP,1.008,G_R3,-118.129,34.996,G_R3,4.08,-11.352,0.965,K0 V,T
17448,8022-940-1,4.99090689594887E+018,1042,1044,NULL,NULL,NULL,NULL,NULL,Phe,NULL,0.21738229,-45.17676993,T,38.839,27.334,1.557,-27.548,G_R3,10.74,7.794,1.308,HIP,7.471,G_R3,-59.266,-171.447,G_R3,-16.475,-11.868,-27.55,K5,HYG
17595,1185-698-1,NULL,1053,1055,NULL,NULL,NULL,NULL,NULL,Peg,NULL,0.21921665,20.38238059,T,41.5464,38.8806,2.2334,14.4702,G_R2,10.41,7.317,1.36,HIP,NULL,N,223.65,5.88,HYG,-2.929,43.952,1.086,M0,HYG
17597,8-324-1,2.74228875967719E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.2192227,5.59528506,T,42.1557,41.886,2.407,4.11,G_R3,10.725,7.601,1.156,T,-40.807,G_R3,-111.396,-203.771,G_R3,-35.305,-24.326,-44.506,NULL,N
17637,4298-613-1,5.31152287604813E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cep,NULL,0.21987192,70.39797587,T,31.7129,10.622,0.612,29.875,G_R3,11.369,8.863,1.995,T,-56.905,G_R3,43.243,139.15,G_R3,-39.107,4.258,-46.589,NULL,N
17711,4294-455-1,NULL,1066,1068,NULL,NULL,Gl 11A,NULL,NULL,Cep,NULL,0.22073287,69.32759224,T,20.0361,7.062,0.409,18.746,HIP,12.49,10.981,1.4,HIP,NULL,N,717.01,-292.41,HYG,22.008,69.489,-9.805,M6,HYG
17844,1179-1628-1,2.76941481104531E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Peg,NULL,0.22261335,15.89388972,T,48.9594,47.008,2.743,13.408,G_R3,11.789,8.34,2.116,T,10.134,G_R3,166.157,80.986,G_R3,2.345,38.766,20.853,NULL,N
17924,1182-666-1,2.79759828336216E+018,1076,1078,NULL,NULL,NULL,NULL,NULL,Peg,NULL,0.22351108,19.0713319,T,33.9947,32.074,1.879,11.108,G_R3,9.86,7.203,1.19,HIP,-29.342,G_R3,442.824,-126.467,G_R3,-25.21,70.007,-28.849,K7,HYG
18025,6996-77-3,NULL,1081,1083,NULL,NULL,NULL,NULL,NULL,Scl,NULL,0.22474399,-36.82874211,T,28.1849,22.521,1.327,-16.895,HIP,10.77,8.52,1.444,HIP,NULL,N,-209.24,-319,HYG,-23.86,-29.41,-34.116,NULL,N
18065,2786-2020-1,3.8327594083193E+017,1084,1086,905,41,NULL,NULL,23,And,NULL,0.22523326,41.03537159,T,37.2142,28.022,1.654,24.432,G_R3,5.71,2.856,0.331,HIP,-28.729,G_R3,-123.558,-146.479,G_R3,-3.413,-22.037,-38.353,F 0 IV,T
18066,7527-269-1,4.9964012929911E+018,1083,1085,924,NULL,NULL,NULL,NULL,Phe,NULL,0.22525608,-40.35826614,T,35.6399,27.111,1.601,-23.079,G_R3,9.05,6.29,0.913,HIP,12.212,G_R3,122.454,49.308,G_R3,13.455,21.519,-1.56,K1 V,T
18241,4504-1331-1,5.65169459378433E+017,1090,1092,NULL,NULL,GJ 3014A,NULL,NULL,Cep,NULL,0.22742087,80.66581477,T,19.239,3.115,0.186,18.984,G_R3,11.14,9.719,1.556,HIP,-15.912,G_R3,250.615,184.89,G_R3,-20.546,21.672,-12.966,M0,HYG
18587,9140-1231-1,4.68829253688495E+018,1111,1113,987,NULL,NULL,NULL,NULL,Hyi,NULL,0.23139219,-74.68827948,T,45.8642,12.089,0.733,-44.236,G_R3,8.76,5.453,0.743,HIP,9.094,G_R3,82.759,-49.159,G_R3,-8.982,17.482,-11.594,G6 V,T
18739,5264-386-1,2.4276124445247E+018,1117,1119,NULL,NULL,NULL,NULL,NULL,Cet,NULL,0.23336139,-10.95366554,T,42.3728,41.523,2.54,-8.051,G_R3,9.42,6.285,0.962,HIP,1.71,G_R3,173.946,14.125,G_R3,0.08,35.01,2.461,K0,HYG
18840,5264-475-1,2.42758269328395E+018,1127,1128,967,NULL,NULL,NULL,NULL,Cet,NULL,0.23457722,-11.31158405,T,42.9451,42.032,2.584,-8.423,G_R3,8.36,5.195,0.645,HIP,-24.435,G_R3,422.572,-191.967,G_R3,-36.846,83.924,-33.529,G6wF7,T
18925,7527-306-1,4.99643080371081E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Phe,NULL,0.23580176,-40.03035722,T,37.8423,28.921,1.788,-24.34,G_R3,11.132,8.242,NULL,T,-18.351,G_R3,-11.333,3.182,G_R3,-13.533,-2.873,12.24,NULL,N
18953,4670-773-1,2.43115772098184E+018,1132,1134,984,NULL,NULL,NULL,NULL,Cet,NULL,0.23618189,-7.19912553,T,45.7102,45.263,2.802,-5.728,G_R3,7.32,4.02,0.521,HIP,1.038,G_R3,104.775,-68.016,G_R3,-2.219,22.61,-14.752,F7 V,T
19017,NULL,2.41811696332045E+018,117968,NULL,NULL,NULL,GJ 3016,NULL,NULL,Cet,NULL,0.236939,-13.183654,GJ,18.5594524219157,18.036,1.12,-4.233,G_R3,15.9,14.557,0.58,GJ,NULL,OTHER,-546.695,-714.943,G_R3,-11.337,-48.895,-61.243,NULL,NULL
19053,8467-742-1,4.92290680905523E+018,1138,1140,1004,NULL,NULL,NULL,NULL,Phe,NULL,0.23741862,-55.06966378,T,46.0383,26.31,1.637,-37.744,G_R3,6.66,3.344,0.462,HIP,17.776,G_R3,-2.838,-28.934,G_R3,5.03,-0.308,-18.189,F5 IV/V,T
19162,6419-1020-1,2.32304009692266E+018,1142,1144,1002,NULL,NULL,NULL,NULL,Scl,NULL,0.23894768,-27.53144919,T,47.146,41.725,2.6134,-21.7922,G_R3,7.42,4.053,0.64,HIP,NULL,N,-1.331,-163.971,G_R3,-16.888,-1.356,-32.497,G5 V,T
19662,8840-1607-1,4.90460193331732E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tuc,NULL,0.24553076,-62.09904306,T,48.4856,22.642,1.457,-42.85,G_R3,12.229,8.801,0.712,T,-12.677,G_R3,205.841,-23.005,G_R3,-13.622,46.532,8.729,NULL,N
19986,2264-328-1,2.86356688508539E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And,NULL,0.2497388,33.26152795,T,49.4711,41.278,2.703,27.133,G_R3,11.45,7.978,1.152,T,4.682,G_R3,119.529,-38.533,G_R3,7.021,28.551,-4.988,NULL,N
20115,9134-1016-1,4.70340274722647E+018,1204,1206,1108,NULL,NULL,NULL,NULL,Tuc,NULL,0.25128786,-68.53010466,T,46.5988,17.019,1.121,-43.365,G_R3,8.57,5.228,0.695,HIP,-18.116,G_R3,48.188,54.871,G_R3,3.939,10.927,21.295,G6 V,T
20653,5839-1083-1,NULL,1240,1242,NULL,NULL,GJ 1005A,NULL,NULL,Cet,NULL,0.257803,-16.133807,HIP_X,4.9868,4.779,0.323,-1.386,HIP,11.49,13.001,1.75,HIP,-29,HYG,728.18,-617.48,HYG,-33.002,15.022,-5.964,M:,HYG
20846,NULL,2.32026702551804E+018,117969,NULL,NULL,NULL,GJ 3017,NULL,NULL,Scl,NULL,0.260486,-29.768356,GJ,36.2607875843063,31.403,2.145,-18.003,G_R3,14.31,11.513,1.57,GJ,0.61,OTHER,107.826,-79.918,G_R3,-7.539,18.063,-12.227,NULL,NULL
20879,3251-1875-1,3.92350008432819E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And,NULL,0.26086231,47.58947528,T,11.4952,7.735,0.529,8.487,G_R3,11.148,10.845,1.776,T,4.439,G_R3,-78.673,-21.616,G_R3,4.147,-4.013,2.483,NULL,N
21106,NULL,2.76804856476826E+018,117970,NULL,NULL,NULL,Gl 12,NULL,NULL,Psc,NULL,0.2635,13.555642,GJ,12.1663677795649,11.799,0.815,2.852,G_R3,12.58,12.154,1.66,GJ,51.213,G_R2,618.065,329.446,G_R3,42.768,38.686,30.475,NULL,NULL
21177,NULL,4.70648344136929E+018,117971,NULL,NULL,NULL,GJ 3018A,NULL,NULL,Tuc,NULL,0.264399,-67.99749,GJ,18.7685926370811,7.015,0.488,-17.402,G_R3,10.95,9.583,NULL,GJ,-30.297,G_R2,556.636,-130.135,G_R3,-25.458,47.879,23.753,NULL,NULL
21403,8026-321-1,4.9773527007205E+018,1276,1276,NULL,NULL,GJ 3020,NULL,NULL,Phe,NULL,0.26722015,-48.26085026,T,24.5871,16.3283,1.1439,-18.3462,G_R3,11.58,9.626,1.647,HIP,NULL,N,-40.368,-260.891,G_R3,-22.306,-6.28,-20.244,M5,HYG
21620,5267-1076-1,2.41706981593436E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cet,NULL,0.2697341,-14.59111037,T,32.5633,31.435,2.223,-8.203,G_R3,9.697,7.133,1.328,T,-13.508,G_R3,0.787,-6.442,G_R3,-13.298,-0.819,2.441,K2,T
21627,9354-780-1,4.63452872038846E+018,1291,1292,1237,NULL,GJ 3021,NULL,NULL,Hyi,NULL,0.26986,-79.851182,HIP_X,17.5548,3.086,0.218,-17.28,G_R3,6.59,5.368,0.749,HIP,-6.069,G_R3,434.105,-56.339,G_R3,-8.22,35.634,5.148,G6V,HYG
21630,2260-273-1,2.86085009063597E+018,1292,1294,1179,NULL,NULL,NULL,NULL,And,NULL,0.2698836,30.53259246,T,39.8559,34.2434,2.4235,20.2478,G_R3,8.79,5.788,0.965,HIP,NULL,N,192.567,48.656,G_R3,-7.227,35.962,7.918,K2,HYG
21686,1182-28-1,2.79774554920076E+018,1294,1295,NULL,NULL,GJ 1006A,NULL,NULL,Psc,NULL,0.27060709,19.86228962,T,15.3591,14.409,1.023,5.218,G_R3,11.79,10.858,1.485,HIP,6.98,G_R3,714.635,-761.97,G_R3,21.667,53.7,-49.807,M:,HYG
21905,8023-44-1,4.97849004241683E+018,1306,1308,NULL,NULL,NULL,NULL,NULL,Phe,NULL,0.27346412,-46.71984208,T,49.4807,33.835,2.427,-36.022,G_R3,11.06,7.588,1.258,HIP,-6.694,G_R3,209.623,21.265,G_R3,-4.472,48.975,8.293,K5,HYG
22135,8029-248-1,4.97376348244869E+018,1320,1322,NULL,NULL,NULL,NULL,NULL,Phe,NULL,0.27674215,-50.26967557,T,23.6783,15.0948,1.0963,-18.21,G_R3,12.38,10.508,1.53,HIP,NULL,N,332.541,269.451,G_R3,20.497,38.912,19.332,M4,HYG
22339,2786-979-1,3.83474819290675E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And,NULL,0.27918224,41.06912863,T,41.9131,31.515,2.308,27.536,G_R3,9.639,6.527,1.227,T,0.75,G_R3,217.437,33.222,G_R3,-6.916,42.811,5.469,NULL,N
22500,4504-31-1,5.66775227390651E+017,1344,1347,1165,NULL,NULL,NULL,NULL,Cep,NULL,0.28125666,81.66363633,T,33.7413,4.879,0.36,33.385,G_R3,8.67,6.029,0.855,HIP,-3.068,G_R3,-5.707,-22.673,G_R3,3.202,-0.679,-3.562,K0,T
22541,8464-828-1,4.92450333429933E+018,1346,1349,1273,NULL,Gl 13,NULL,NULL,Phe,NULL,0.28163687,-52.6511584,T,29.3986,17.787,1.3139,-23.3704,G_R3,6.84,4.498,0.655,HIP,-14.67,G_R3,312.893,184.953,G_R3,8.347,44.341,27.299,G2 V,T
22583,NULL,2.74145213440758E+018,117976,NULL,NULL,NULL,GJ 1007,NULL,NULL,Psc,NULL,0.282173,5.124112,GJ,17.8066165825898,17.687,1.309,1.59,G_R3,13.79,12.537,1.62,GJ,0,OTHER,-89.927,-623.935,G_R3,5.251,-7.223,-52.457,NULL,NULL
22783,2786-906-1,3.83426372059604E+017,1365,1368,NULL,NULL,Gl 14,NULL,NULL,And,NULL,0.28510442,40.94829476,T,14.6876,11.063,0.827,9.626,G_R3,8.99,8.155,1.37,HIP,2.263,G_R3,567.192,83.454,G_R3,-5.038,39.225,5.872,M0,HYG
23027,7530-353-1,4.99174740386842E+018,1379,1382,1320,NULL,NULL,NULL,NULL,Phe,NULL,0.28792409,-43.85273256,T,36.2387,26.058,1.968,-25.106,G_R3,7.96,5.164,0.651,HIP,11.511,G_R3,396.319,-15.584,G_R3,1.301,68.375,-9.905,G5 V,T
23095,1736-2434-1,2.86037912599792E+018,1383,1386,NULL,NULL,GJ 3023,NULL,NULL,And,NULL,0.288963,29.183006,HIP_X,22.845,19.888,1.507,11.139,G_R3,11.54,9.746,1.505,HIP,-8.692,G_R3,691.145,427.736,G_R3,-35.743,72.355,36.205,M:,HYG
23147,1182-698-1,2.79735652824357E+018,1386,1389,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.28961641,18.85947126,T,38.1184,35.968,2.732,12.322,G_R3,10.51,7.604,1.31,HIP,1.49,G_R3,530.379,-30.376,G_R3,-4.085,95.805,-4.713,K:,HYG
23195,595-1040-3,NULL,1391,1392,1317,NULL,NULL,NULL,38,Psc,NULL,0.290152,8.876517,HIP_X,15.186,14.961,1.139,2.343,HIP,6.66,5.753,0.589,HIP,35.9,HYG,75.32,75.53,HYG,34.12,8.035,10.912,F5,HYG
23281,NULL,2.42854163922179E+018,117977,NULL,NULL,NULL,GJ 3024,NULL,NULL,Cet,NULL,0.291159,-8.740423,GJ,29.6616202363438,29.232,2.233,-4.507,G_R3,12.49,10.129,1.57,GJ,7.52,G_R2,388.871,-111.502,G_R3,0.872,54.905,-16.639,NULL,NULL
23339,8470-1261-1,4.90580854424837E+018,1396,1399,NULL,NULL,NULL,NULL,NULL,Tuc,NULL,0.291772,-59.951163,HIP_X,48.3681,24.1493,1.8483,-41.8675,G_R3,11.3,7.877,1.4,HIP,NULL,N,89.435,-61.945,G_R3,-13.823,19.508,-7.112,M1,HYG
23395,5842-1164-1,2.36539208223363E+018,1399,1402,1343,66,NULL,NULL,NULL,Cet,NULL,0.29241749,-19.05109198,T,49.0076,46.188,3.543,-15.997,G_R3,6.46,3.009,0.386,HIP,-3.828,G_R3,20.479,-3.023,G_R3,-4.2,4.45,0.586,F3 V,T
23561,5261-941-1,2.4285433915687E+018,1409,1412,NULL,NULL,GJ 3025,NULL,NULL,Cet,NULL,0.29469544,-8.68226527,T,32.047,31.586,2.442,-4.838,G_R3,10.99,8.461,1.414,HIP,6.877,G_R3,303.696,20.632,G_R3,3.694,46.56,2.06,M0,HYG
23758,1179-669-1,2.79341388570441E+018,1424,1427,1352,NULL,NULL,NULL,39,Psc,NULL,0.29721741,16.33101337,T,47.071,45.035,3.511,13.236,G_R3,7.21,3.846,0.477,HIP,8.619,G_R3,220.714,-27.972,G_R3,6.168,49.88,-3.566,F 6 V,T
23872,NULL,2.36777898024309E+018,117978,NULL,NULL,NULL,GJ 3026,NULL,NULL,Cet,NULL,0.298576,-17.911256,GJ,34.573962348955,32.798,2.569,-10.633,G_R3,13.2,10.506,1.58,GJ,-5.77,G_R2,226.26,32.067,G_R3,-6.758,36.668,6.775,NULL,NULL
23945,5267-1131-1,2.42329287994872E+018,1441,1444,1388,NULL,GJ 9008,NULL,NULL,Cet,NULL,0.29968666,-13.45564365,T,26.9239,26.104,2.052,-6.265,G_R3,6.51,4.359,0.599,HIP,28.923,G_R3,401.642,-0.238,G_R3,24.017,53.309,-6.76,G2 V,T
24329,1185-642-1,2.7993411810908E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.30430899,20.57619237,T,35.1782,32.83,2.621,12.363,G_R2,9.951,7.22,1.225,T,NULL,N,-70.503,-62.823,G_R2,4.606,-11.427,-9.808,G5,T
24352,598-1206-1,2.752746111689E+018,1459,1463,NULL,NULL,Gl 16,NULL,NULL,Psc,NULL,0.30460921,10.20276594,T,16.7704,16.453,1.315,2.971,G_R3,10.88,9.757,1.479,HIP,-15.452,G_R3,2.075,-29.558,G_R3,-14.758,-1.014,-5.05,M0,HYG
24432,2273-2081-1,3.78607281314502E+017,1470,1473,1404,68,NULL,Sig,25,And,NULL,0.30546047,36.78522535,T,43.0031,34.33,2.751,25.751,G_R3,4.51,1.343,0.054,HIP,-8.994,G_R3,-65.212,-42.221,G_R3,-0.981,-13.415,-12.279,A2V,T
24456,2261-1518-1,2.86083999316869E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And,NULL,0.30580271,30.95614753,T,28.2705,24.166,1.939,14.542,G_R3,8.962,6.705,1.056,T,-11.914,G_R3,143.22,-171.223,G_R3,0.047,19.259,-25.806,NULL,N
24500,2794-157-1,3.85334230892517E+017,1472,1475,1326,NULL,Gl 15A,NULL,NULL,And,Groombridge 34,0.30635704,44.02295051,T,3.5624,2.553,0.205,2.476,G_R3,8.09,10.331,1.56,HIP,11.367,G_R3,2891.518,411.832,G_R3,-0.582,48.942,12.901,M1V,HYG
24575,8843-1330-1,4.90122904396005E+018,1478,1481,1466,NULL,NULL,NULL,NULL,Tuc,NULL,0.30725655,-63.4774917,T,42.8164,19.058,1.536,-38.31,G_R3,7.46,4.302,0.537,HIP,6.53,G_R3,90.053,-59.207,G_R3,-9.28,17.589,-11.209,F8/G0 V,T
24886,5261-789-1,2.4301028082941E+018,1496,1499,1461,72,Gl 16.1,NULL,NULL,Cet,NULL,0.31163039,-8.05300344,T,23.4023,23.094,1.888,-3.278,G_R3,6.47,4.624,0.674,HIP,-10.122,G_R3,417.579,-143.9,G_R3,-15.993,45.172,-14.389,G5 V,T
25120,6996-528-1,4.99880111455782E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Scl,NULL,0.31472914,-37.08053954,T,45.8116,36.424,3.008,-27.622,G_R3,12.118,8.813,1.049,T,23.113,G_R3,46.54,98.65,G_R3,30.418,12.654,3.156,NULL,N
25131,NULL,2.8568745357637E+018,117980,NULL,NULL,NULL,GJ 3027,NULL,NULL,And,NULL,0.314836,27.81457,GJ,18.8460204743166,16.612,1.373,8.794,G_R3,13.86,12.484,NULL,GJ,2,OTHER,394.367,-112.136,G_R3,3.521,35.643,-7.927,NULL,NULL
25412,5261-677-1,2.42816241078916E+018,1529,1532,NULL,NULL,GJ 1008,NULL,NULL,Cet,NULL,0.31821163,-9.96486465,T,20.2119,19.838,1.656,-3.498,G_R3,9.9,8.372,1.318,HIP,-10.718,G_R3,-36.325,-301.491,G_R3,-15.212,-4.763,-26.597,K 7 V,T
25596,4667-118-1,2.54120083041913E+018,1537,1539,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.32010808,-3.05362329,T,31.1943,31.041,2.607,-1.662,G_R3,10.93,8.46,1.375,HIP,-20.918,G_R3,-26.882,-217.813,G_R3,-22.192,-5.853,-31.049,NULL,N
25695,5842-604-1,2.36509985265864E+018,1543,1546,NULL,NULL,NULL,NULL,NULL,Cet,NULL,0.3213818,-19.90828575,T,33.48,31.3672,2.6463,-11.4009,G_R3,12.46,9.836,NULL,HIP,NULL,N,534.952,-99.597,G_R3,-12.499,84.15,-14.862,K:...,HYG
26120,4670-610-1,2.43099355015151E+018,1568,1573,1539,NULL,NULL,NULL,NULL,Cet,NULL,0.32680098,-7.22400343,T,40.3765,39.9096,3.4233,-5.0777,G_R3,7.03,3.999,0.508,HIP,NULL,N,30.633,-147.681,G_R3,-4.043,5.538,-28.042,F7 IV,T
26543,2786-406-1,3.80331796583491E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And,NULL,0.33226104,40.27112813,T,46.0358,34.992,3.052,29.758,G_R3,10.302,6.987,1.252,T,-15.987,G_R3,62.141,-108.114,G_R3,1.864,13.775,-28.336,NULL,N
26621,2783-1234-1,3.79582273249916E+017,1594,1598,1562,NULL,NULL,NULL,NULL,And,NULL,0.33344663,38.22739589,T,24.7285,19.352,1.694,15.302,G_R3,6.97,5.004,0.64,HIP,15.311,G_R3,-141.31,-275.96,G_R3,33.367,-13.708,-15.938,G0,HYG
26698,8843-1706-1,4.90010895084946E+018,1595,1599,1581,77,Gl 17,Zet,NULL,Tuc,NULL,0.33451724,-64.87479253,T,8.6071,3.641,0.32,-7.793,G_R3,4.23,4.556,0.576,HIP,9.284,G_R3,1706.747,1164.959,G_R3,40.706,73.48,11.777,F9V,HYG
26719,4492-1044-1,5.39964662843809E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cep,NULL,0.33482551,76.12905945,T,44.7897,10.696,0.94,43.484,G_R3,12.21,8.954,1.343,T,-14.95,G_R3,200.065,92.945,G_R3,-26.374,40.325,-9.783,NULL,N
26787,5839-104-1,2.36793872296219E+018,1604,1608,NULL,NULL,GJ 2003,NULL,NULL,Cet,NULL,0.33563746,-17.06135622,T,22.8381,21.7487,1.9159,-6.7008,G_R3,11.67,9.877,1.49,HIP,NULL,N,141.903,-13.37,G_R3,-1.771,15.266,-1.384,NULL,N
26984,6993-130-1,2.31617649866529E+018,1621,1625,1620,NULL,NULL,NULL,NULL,Scl,NULL,0.33848819,-32.76934636,T,48.4435,40.5743,3.6052,-26.2207,G_R3,8.5,5.074,0.714,HIP,NULL,N,250.193,-86.723,G_R3,-15.822,56.276,-16.746,G6 V,T
27215,NULL,2.86341958488654E+018,117981,NULL,NULL,NULL,GJ 3028,NULL,NULL,And,NULL,0.341252,33.087264,GJ,12.2590934890729,10.229,0.917,6.692,G_R3,16.05,15.608,1.98,GJ,NULL,OTHER,1075.607,-863.668,G_R3,21.714,64.703,-42.052,NULL,NULL
27865,1182-1968-1,2.79401851402104E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.34921843,17.63773598,T,29.8982,28.374,2.601,9.059,G_R3,11.324,8.946,1.841,T,-2.493,G_R3,39,-82.391,G_R3,0.653,5.611,-11.884,NULL,N
27866,4294-406-1,5.28767648745379E+017,1670,1674,1624,NULL,NULL,NULL,NULL,Cep,NULL,0.34923088,67.6674891,T,31.4581,11.904,1.091,29.099,G_R3,7.91,5.421,0.815,HIP,NULL,N,25.926,74.389,G_R3,-10.571,2.913,4.215,G5,T
28046,3657-1299-1,4.21421130234828E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cas,NULL,0.3511955,55.73312122,T,44.0427,24.693,2.277,36.398,G_R3,12.306,9.087,1.186,T,-17.442,G_R3,378.321,-231.362,G_R3,22.72,81.417,-41.612,NULL,N
28315,1733-118-1,2.85538617497656E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And,NULL,0.35444664,25.52425917,T,28.1276,25.273,2.352,12.12,G_R3,9.667,7.421,1.272,T,-22.21,G_R3,50.967,9.511,G_R3,-21.13,4.859,-8.426,K5,T
28373,4665-1172-1,2.54224175869418E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.3553168,-0.42728664,T,47.4425,47.236,4.407,-0.354,G_R3,10.782,7.401,1.147,T,9.795,G_R3,-25.49,16.079,G_R3,10.311,-4.796,3.543,NULL,N
28386,8023-1110-1,4.97867101515866E+018,1692,1696,NULL,NULL,Gl 17.1,NULL,NULL,Phe,NULL,0.35545106,-45.74643147,T,17.5908,12.222,1.141,-12.6,G_R3,10.41,9.184,1.475,HIP,1.811,G_R3,70.048,-815.326,G_R3,-47.771,1.408,-48.742,M0,HYG
28657,1183-693-1,2.79750296944796E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.35884491,19.57367822,T,48.2842,45.293,4.268,16.176,G_R3,11.902,8.483,1.829,T,-10.523,G_R3,110.195,-56.66,G_R3,-7.911,24.589,-15.745,NULL,N
28725,6993-702-1,2.31540367942989E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Scl,NULL,0.35966543,-33.05428107,T,45.2139,37.728,3.563,-24.661,G_R3,10.023,6.747,1.156,T,-41.279,G_R3,106.807,151.141,G_R3,-19.006,21.199,49.667,K2,T
28758,8846-614-1,4.70757484409889E+018,1715,1719,NULL,NULL,NULL,NULL,NULL,Tuc,NULL,0.359928,-66.47633,HIP_X,45.2377,17.975,1.699,-41.478,G_R3,9.65,6.372,0.835,HIP,-36.073,G_R3,255.443,162.009,G_R3,12.227,56.179,46.941,NULL,N
28793,8023-715-1,4.97862504182878E+018,1716,1720,NULL,NULL,GJ 3029,NULL,NULL,Phe,NULL,0.36042232,-46.09173618,T,19.3914,13.3876,1.2666,-13.9712,G_R3,12.21,10.772,1.537,HIP,NULL,N,-305.407,-360,G_R3,-21.091,-30.196,-22.95,M6,HYG
28838,8023-556-1,4.97756253564241E+018,1719,1723,1762,NULL,NULL,NULL,NULL,Phe,NULL,0.36108448,-47.1775658,T,45.7654,30.969,2.936,-33.567,G_R3,9.71,6.407,1.036,HIP,-15.335,G_R3,155.913,63.423,G_R3,-3.523,33.643,20.6,K3 V,T
29201,6990-686-1,2.31686788532085E+018,1730,1734,NULL,NULL,GJ 1009,NULL,NULL,Scl,NULL,0.36556684,-31.40606388,T,18.0259,15.315,1.47,-9.393,G_R3,11.16,9.881,1.485,HIP,16.368,G_R3,63.399,-194.004,G_R3,4.789,5.902,-22.678,M2V:,HYG
29407,1186-823-1,2.79949198598249E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.36802387,21.37496081,T,45.3124,42,4.059,16.515,G_R3,10.081,6.8,1.181,T,13.804,G_R3,-53.972,12.211,G_R3,12.958,-10.395,7.473,K0,T
29625,NULL,3.85105360675268E+017,117983,NULL,NULL,NULL,GJ 3031,NULL,NULL,And,NULL,0.370909,42.611962,GJ,34.4947723172553,25.267,2.461,23.354,G_R3,16.5,13.811,0.72,GJ,NULL,OTHER,-184.447,-271.174,G_R3,32.804,-27.108,-32.634,NULL,NULL
29807,6417-153-1,NULL,1764,1768,1815,NULL,Gl 17.2,NULL,NULL,Scl,NULL,0.37322945,-27.03259548,T,21.7611,19.2911,1.8908,-9.8901,G_R2,8.3,6.612,0.888,HIP,0.4,HYG,212.89,-399.85,HYG,-20.445,20.062,-36.923,K1 V,T
29846,9-487-1,2.74772488260299E+018,1767,1771,NULL,NULL,NULL,NULL,NULL,Psc,NULL,0.37366547,6.66753739,T,43.8776,43.373,4.257,5.095,G_R3,11.21,7.999,1.47,HIP,1.021,G_R3,190.554,-228.472,G_R3,2.629,40.084,-47.082,M1V,T
29894,9354-589-1,4.63462420180555E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hyi,NULL,0.37419984,-79.16644661,T,33.5767,6.281,0.617,-32.978,G_R3,11.904,9.274,1.581,T,36.819,G_R3,251.653,28.16,G_R3,7.351,40.971,-35.32,NULL,N
